date,week,meal,product,M,P,F,C,FBR,SGR,K,Pg,Fg,Cg,FBRg,SGRg,Kcal
29.04.2020,20_18,1,помидор,100,"0,9","0,2","3,9","1,2","2,63",18,"0,9","0,2","3,9","1,2","2,63",18
29.04.2020,20_18,1,гранат,130,"1,7","1,2",19,2,"8,74",83,"2,21","1,56","24,7","2,6","11,362","107,9"
29.04.2020,20_18,1,апельсин,170,"0,9","0,1",12,3,9,47,"1,53","0,17","20,4","5,1","15,3","79,9"
29.04.2020,20_18,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
29.04.2020,20_18,1,Шоколад Спартак 72%,20,10,39,39,10,20,550,2,"7,8","7,8",2,4,110
29.04.2020,20_18,1,масло оливковое,20,0,92,0,0,0,824,0,"18,4",0,0,0,"164,8"
29.04.2020,20_18,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
30.04.2020,20_18,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
30.04.2020,20_18,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
30.04.2020,20_18,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
30.04.2020,20_18,1,сыр Легкий Брест,60,"31,2","18,2",0,0,0,289,"18,72","10,92",0,0,0,"173,4"
30.04.2020,20_18,1,говядина нежирная,300,"25,7","8,1","0,2",0,0,175,"77,1","24,3","0,6",0,0,525
30.04.2020,20_18,1,перловка вар,600,"3,1","0,4",22,"5,1","0,26",120,"18,6","2,4",132,"30,6","1,56",720
30.04.2020,20_18,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
30.04.2020,20_18,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
30.04.2020,20_18,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
01.05.2020,20_18,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
01.05.2020,20_18,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
01.05.2020,20_18,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
01.05.2020,20_18,1,сыр Легкий Брест,60,"31,2","18,2",0,0,0,289,"18,72","10,92",0,0,0,"173,4"
01.05.2020,20_18,1,Свинина пост,300,"19,4","7,1",0,0,0,160,"58,2","21,3",0,0,0,480
01.05.2020,20_18,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
01.05.2020,20_18,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
01.05.2020,20_18,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
01.05.2020,20_18,1,bcaa ON,10,53,0,32,0,0,337,"5,3",0,"3,2",0,0,"33,7"
01.05.2020,20_18,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
01.05.2020,20_18,1,Шоколад Спартак 72%,20,10,39,39,10,20,550,2,"7,8","7,8",2,4,110
01.05.2020,20_18,1,печенье топл молоко,40,8,15,68,"2,5",21,430,"3,2",6,"27,2",1,"8,4",172
02.05.2020,20_18,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
02.05.2020,20_18,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
02.05.2020,20_18,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
02.05.2020,20_18,1,сыр Легкий Брест,60,"31,2","18,2",0,0,0,289,"18,72","10,92",0,0,0,"173,4"
02.05.2020,20_18,1,Свинина пост,300,"19,4","7,1",0,0,0,160,"58,2","21,3",0,0,0,480
02.05.2020,20_18,1,гречка вар,200,4,1,20,"2,938090241",0,100,8,2,40,"5,876180483",0,200
02.05.2020,20_18,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
02.05.2020,20_18,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
02.05.2020,20_18,1,морковь,138,"0,9","0,2",10,"2,8","4,53",41,"1,242","0,276","13,8","3,864","6,2514","56,58"
02.05.2020,20_18,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
02.05.2020,20_18,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
03.05.2020,20_19,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
03.05.2020,20_19,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
03.05.2020,20_19,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
03.05.2020,20_19,1,сыр Легкий Брест,60,"31,2","18,2",0,0,0,289,"18,72","10,92",0,0,0,"173,4"
03.05.2020,20_19,1,индейка,300,25,1,0,0,0,130,75,3,0,0,0,390
03.05.2020,20_19,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
03.05.2020,20_19,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
03.05.2020,20_19,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
03.05.2020,20_19,1,морковь,138,"0,9","0,2",10,"2,8","4,53",41,"1,242","0,276","13,8","3,864","6,2514","56,58"
03.05.2020,20_19,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
03.05.2020,20_19,1,морская капуста,220,"0,5","0,5","3,8","1,3","0,6",22,"1,1","1,1","8,36","2,86","1,32","48,4"
03.05.2020,20_19,1,печенье топл молоко,40,8,15,68,"2,5",21,430,"3,2",6,"27,2",1,"8,4",172
04.05.2020,20_19,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
04.05.2020,20_19,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
04.05.2020,20_19,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
04.05.2020,20_19,1,сыр Легкий Брест,60,"31,2","18,2",0,0,0,289,"18,72","10,92",0,0,0,"173,4"
04.05.2020,20_19,2,гречка вар,200,4,1,20,"2,938090241",0,100,8,2,40,"5,876180483",0,200
04.05.2020,20_19,2,индейка,100,25,1,0,0,0,130,25,1,0,0,0,130
04.05.2020,20_19,2,морковь,130,"0,9","0,2",10,"2,8","4,53",41,"1,17","0,26",13,"3,64","5,889","53,3"
04.05.2020,20_19,2,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
04.05.2020,20_19,3,гречка вар,200,4,1,20,"2,938090241",0,100,8,2,40,"5,876180483",0,200
04.05.2020,20_19,3,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
04.05.2020,20_19,3,индейка,100,25,1,0,0,0,130,25,1,0,0,0,130
04.05.2020,20_19,3,Банан,120,"1,1","0,3",23,"2,6",12,89,"1,32","0,36","27,6","3,12","14,4","106,8"
04.05.2020,20_19,3,Шоколад Спартак 72%,20,10,39,39,10,20,550,2,"7,8","7,8",2,4,110
04.05.2020,20_19,4,гречка вар,200,4,1,20,"2,938090241",0,100,8,2,40,"5,876180483",0,200
04.05.2020,20_19,4,индейка,100,25,1,0,0,0,130,25,1,0,0,0,130
04.05.2020,20_19,4,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
04.05.2020,20_19,5,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
05.05.2020,20_19,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
05.05.2020,20_19,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
05.05.2020,20_19,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
05.05.2020,20_19,1,сыр Легкий Брест,60,"31,2","18,2",0,0,0,289,"18,72","10,92",0,0,0,"173,4"
05.05.2020,20_19,1,морковь,130,"0,9","0,2",10,"2,8","4,53",41,"1,17","0,26",13,"3,64","5,889","53,3"
05.05.2020,20_19,2,гречка вар,200,4,1,20,"2,938090241",0,100,8,2,40,"5,876180483",0,200
05.05.2020,20_19,2,Свинина пост,200,"19,4","7,1",0,0,0,160,"38,8","14,2",0,0,0,320
05.05.2020,20_19,2,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
05.05.2020,20_19,3,гречка вар,200,4,1,20,"2,938090241",0,100,8,2,40,"5,876180483",0,200
05.05.2020,20_19,3,апельсин,170,"0,9","0,1",12,3,9,47,"1,53","0,17","20,4","5,1","15,3","79,9"
05.05.2020,20_19,3,Яйцо белок,160,"11,1",0,1,0,0,46,"17,76",0,"1,6",0,0,"73,6"
05.05.2020,20_19,3,Яйцо желток,15,"16,2","31,2","3,6",0,0,354,"2,43","4,68","0,54",0,0,"53,1"
05.05.2020,20_19,5,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
06.05.2020,20_19,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
06.05.2020,20_19,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
06.05.2020,20_19,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
06.05.2020,20_19,1,сыр Легкий Брест,60,"31,2","18,2",0,0,0,289,"18,72","10,92",0,0,0,"173,4"
06.05.2020,20_19,1,морковь,120,"0,9","0,2",10,"2,8","4,53",41,"1,08","0,24",12,"3,36","5,436","49,2"
06.05.2020,20_19,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
06.05.2020,20_19,2,Свинина полендвица,170,"16,5","22,3",0,0,0,270,"28,05","37,91",0,0,0,459
06.05.2020,20_19,2,помидор,200,"0,9","0,2","3,9","1,2","2,63",18,"1,8","0,4","7,8","2,4","5,26",36
06.05.2020,20_19,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
06.05.2020,20_19,3,Яйцо белок,240,"11,1",0,1,0,0,46,"26,64",0,"2,4",0,0,"110,4"
06.05.2020,20_19,3,Яйцо желток,15,"16,2","31,2","3,6",0,0,354,"2,43","4,68","0,54",0,0,"53,1"
06.05.2020,20_19,3,Банан,120,"1,1","0,3",23,"2,6",12,89,"1,32","0,36","27,6","3,12","14,4","106,8"
06.05.2020,20_19,3,Шоколад Спартак 72%,20,10,39,39,10,20,550,2,"7,8","7,8",2,4,110
06.05.2020,20_19,3,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
06.05.2020,20_19,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
07.05.2020,20_19,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
07.05.2020,20_19,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
07.05.2020,20_19,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
07.05.2020,20_19,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
07.05.2020,20_19,1,морковь,80,"0,9","0,2",10,"2,8","4,53",41,"0,72","0,16",8,"2,24","3,624","32,8"
07.05.2020,20_19,2,гречка вар,200,4,1,20,"2,938090241",0,100,8,2,40,"5,876180483",0,200
07.05.2020,20_19,2,говядина нежирная,100,"25,7","8,1","0,2",0,0,175,"25,7","8,1","0,2",0,0,175
07.05.2020,20_19,2,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
07.05.2020,20_19,3,гречка вар,200,4,1,20,"2,938090241",0,100,8,2,40,"5,876180483",0,200
07.05.2020,20_19,3,говядина нежирная,100,"25,7","8,1","0,2",0,0,175,"25,7","8,1","0,2",0,0,175
07.05.2020,20_19,3,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
07.05.2020,20_19,4,гречка вар,200,4,1,20,"2,938090241",0,100,8,2,40,"5,876180483",0,200
07.05.2020,20_19,4,говядина нежирная,100,"25,7","8,1","0,2",0,0,175,"25,7","8,1","0,2",0,0,175
07.05.2020,20_19,5,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
08.05.2020,20_19,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
08.05.2020,20_19,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
08.05.2020,20_19,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
08.05.2020,20_19,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
08.05.2020,20_19,2,перловка вар,200,"3,1","0,4",22,"5,1","0,26",120,"6,2","0,8",44,"10,2","0,52",240
08.05.2020,20_19,2,говядина нежирная,100,"25,7","8,1","0,2",0,0,175,"25,7","8,1","0,2",0,0,175
08.05.2020,20_19,2,помидор,200,"0,9","0,2","3,9","1,2","2,63",18,"1,8","0,4","7,8","2,4","5,26",36
08.05.2020,20_19,3,перловка вар,200,"3,1","0,4",22,"5,1","0,26",120,"6,2","0,8",44,"10,2","0,52",240
08.05.2020,20_19,3,говядина нежирная,100,"25,7","8,1","0,2",0,0,175,"25,7","8,1","0,2",0,0,175
08.05.2020,20_19,3,помидор,200,"0,9","0,2","3,9","1,2","2,63",18,"1,8","0,4","7,8","2,4","5,26",36
08.05.2020,20_19,3,масло льняное,5,0,"99,8",0,0,0,898,0,"4,99",0,0,0,"44,9"
08.05.2020,20_19,4,перловка вар,200,"3,1","0,4",22,"5,1","0,26",120,"6,2","0,8",44,"10,2","0,52",240
08.05.2020,20_19,4,грудка,100,31,"3,6",0,0,0,165,31,"3,6",0,0,0,165
08.05.2020,20_19,4,помидор,200,"0,9","0,2","3,9","1,2","2,63",18,"1,8","0,4","7,8","2,4","5,26",36
08.05.2020,20_19,4,масло льняное,5,0,"99,8",0,0,0,898,0,"4,99",0,0,0,"44,9"
08.05.2020,20_19,4,Банан,130,"1,1","0,3",23,"2,6",12,89,"1,43","0,39","29,9","3,38","15,6","115,7"
08.05.2020,20_19,4,Шоколад Спартак 72%,18,10,39,39,10,20,550,"1,8","7,02","7,02","1,8","3,6",99
08.05.2020,20_19,5,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
09.05.2020,20_19,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
09.05.2020,20_19,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
09.05.2020,20_19,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
09.05.2020,20_19,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
09.05.2020,20_19,2,перловка вар,300,"3,1","0,4",22,"5,1","0,26",120,"9,3","1,2",66,"15,3","0,78",360
09.05.2020,20_19,2,грудка,130,31,"3,6",0,0,0,165,"40,3","4,68",0,0,0,"214,5"
09.05.2020,20_19,2,масло льняное,6,0,"99,8",0,0,0,898,0,"5,988",0,0,0,"53,88"
09.05.2020,20_19,2,печенье,20,8,15,68,"2,5",21,430,"1,6",3,"13,6","0,5","4,2",86
09.05.2020,20_19,2,перловка вар,300,"3,1","0,4",22,"5,1","0,26",120,"9,3","1,2",66,"15,3","0,78",360
09.05.2020,20_19,3,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
09.05.2020,20_19,3,масло льняное,6,0,"99,8",0,0,0,898,0,"5,988",0,0,0,"53,88"
09.05.2020,20_19,3,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
09.05.2020,20_19,3,Яйцо белок,280,"11,1",0,1,0,0,46,"31,08",0,"2,8",0,0,"128,8"
09.05.2020,20_19,3,Яйцо желток,30,"16,2","31,2","3,6",0,0,354,"4,86","9,36","1,08",0,0,"106,2"
09.05.2020,20_19,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
10.05.2020,20_20,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
10.05.2020,20_20,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
10.05.2020,20_20,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
10.05.2020,20_20,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
10.05.2020,20_20,2,макароны вар 150/320,300,7,1,32,,,163,21,3,96,0,0,489
10.05.2020,20_20,2,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
10.05.2020,20_20,2,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
10.05.2020,20_20,2,сушки ванильные,20,"9,5",5,74,"2,9","0,3",379,"1,9",1,"14,8","0,58","0,06","75,8"
10.05.2020,20_20,3,макароны вар 150/320,300,7,1,32,,,163,21,3,96,0,0,489
10.05.2020,20_20,3,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
10.05.2020,20_20,3,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
10.05.2020,20_20,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
11.05.2020,20_20,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
11.05.2020,20_20,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
11.05.2020,20_20,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
11.05.2020,20_20,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
11.05.2020,20_20,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
11.05.2020,20_20,2,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
11.05.2020,20_20,2,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
11.05.2020,20_20,2,сушки ванильные,20,"9,5",5,74,"2,9","0,3",379,"1,9",1,"14,8","0,58","0,06","75,8"
11.05.2020,20_20,2,Яблоко,100,"0,3","0,2",14,2,"8,74",52,"0,3","0,2",14,2,"8,74",52
11.05.2020,20_20,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
11.05.2020,20_20,3,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
11.05.2020,20_20,3,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
11.05.2020,20_20,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
12.05.2020,20_20,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
12.05.2020,20_20,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
12.05.2020,20_20,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
12.05.2020,20_20,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
12.05.2020,20_20,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
12.05.2020,20_20,2,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
12.05.2020,20_20,2,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
12.05.2020,20_20,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
12.05.2020,20_20,3,Яйцо белок,280,"11,1",0,1,0,0,46,"31,08",0,"2,8",0,0,"128,8"
12.05.2020,20_20,3,Яйцо желток,60,"16,2","31,2","3,6",0,0,354,"9,72","18,72","2,16",0,0,"212,4"
12.05.2020,20_20,3,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
12.05.2020,20_20,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
13.05.2020,20_20,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
13.05.2020,20_20,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
13.05.2020,20_20,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
13.05.2020,20_20,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
13.05.2020,20_20,1,сушки ванильные,20,"9,5",5,74,"2,9","0,3",379,"1,9",1,"14,8","0,58","0,06","75,8"
13.05.2020,20_20,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
13.05.2020,20_20,2,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
13.05.2020,20_20,2,помидор,160,"0,9","0,2","3,9","1,2","2,63",18,"1,44","0,32","6,24","1,92","4,208","28,8"
13.05.2020,20_20,2,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
13.05.2020,20_20,2,сыр Легкий Брест,30,"31,2","18,2",0,0,0,289,"9,36","5,46",0,0,0,"86,7"
13.05.2020,20_20,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
13.05.2020,20_20,3,Яйцо белок,280,"11,1",0,1,0,0,46,"31,08",0,"2,8",0,0,"128,8"
13.05.2020,20_20,3,Яйцо желток,30,"16,2","31,2","3,6",0,0,354,"4,86","9,36","1,08",0,0,"106,2"
13.05.2020,20_20,3,помидор,160,"0,9","0,2","3,9","1,2","2,63",18,"1,44","0,32","6,24","1,92","4,208","28,8"
13.05.2020,20_20,3,Банан,140,"1,1","0,3",23,"2,6",12,89,"1,54","0,42","32,2","3,64","16,8","124,6"
13.05.2020,20_20,3,Шоколад Спартак 72%,18,10,39,39,10,20,550,"1,8","7,02","7,02","1,8","3,6",99
13.05.2020,20_20,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
14.05.2020,20_20,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
14.05.2020,20_20,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
14.05.2020,20_20,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
14.05.2020,20_20,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
14.05.2020,20_20,1,сушки ванильные,20,"9,5",5,74,"2,9","0,3",379,"1,9",1,"14,8","0,58","0,06","75,8"
14.05.2020,20_20,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
14.05.2020,20_20,2,говядина нежирная,150,"25,7","8,1","0,2",0,0,175,"38,55","12,15","0,3",0,0,"262,5"
14.05.2020,20_20,2,помидор,150,"0,9","0,2","3,9","1,2","2,63",18,"1,35","0,3","5,85","1,8","3,945",27
14.05.2020,20_20,2,морковь,70,"0,9","0,2",10,"2,8","4,53",41,"0,63","0,14",7,"1,96","3,171","28,7"
14.05.2020,20_20,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
14.05.2020,20_20,3,говядина нежирная,150,"25,7","8,1","0,2",0,0,175,"38,55","12,15","0,3",0,0,"262,5"
14.05.2020,20_20,3,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
14.05.2020,20_20,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
15.05.2020,20_20,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
15.05.2020,20_20,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
15.05.2020,20_20,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
15.05.2020,20_20,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
15.05.2020,20_20,2,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
15.05.2020,20_20,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
15.05.2020,20_20,2,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
15.05.2020,20_20,3,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
15.05.2020,20_20,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
15.05.2020,20_20,3,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
15.05.2020,20_20,3,Банан,130,"1,1","0,3",23,"2,6",12,89,"1,43","0,39","29,9","3,38","15,6","115,7"
15.05.2020,20_20,3,Шоколад Спартак 72%,20,10,39,39,10,20,550,2,"7,8","7,8",2,4,110
15.05.2020,20_20,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
16.05.2020,20_20,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
16.05.2020,20_20,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
16.05.2020,20_20,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
16.05.2020,20_20,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
16.05.2020,20_20,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
16.05.2020,20_20,2,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
16.05.2020,20_20,2,гречка вар,260,4,1,20,"2,938090241",0,100,"10,4","2,6",52,"7,639034627",0,260
16.05.2020,20_20,2,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
16.05.2020,20_20,3,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
16.05.2020,20_20,3,гречка вар,260,4,1,20,"2,938090241",0,100,"10,4","2,6",52,"7,639034627",0,260
16.05.2020,20_20,3,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
16.05.2020,20_20,3,апельсин,170,"0,9","0,1",12,3,9,47,"1,53","0,17","20,4","5,1","15,3","79,9"
16.05.2020,20_20,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
